,hashtag,tweet,party,polarity
5561,#IndiaWantsModiAgain,"RT @BJP4India: This election isn't for electing an MLA, MP or a PM. It's for building a New India and future of your children: PM Modi #Ind… ",bjp,p
5562,#IndiaWantsModiAgain,"RT @BJP4India: Generation after generations, Congress only gave slogans for the eradication of poverty. People got poorer &amp; their ministers… ",bjp,p
5563,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Sonepur, Odisha. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://t.co… ",bjp,p
5564,#IndiaWantsModiAgain,"RT @BJP4India: Generation after generations, Congress only gave slogans for the eradication of poverty. People got poorer &amp; their ministers… ",bjp,p
5565,#IndiaWantsModiAgain,RT @BJP4Bihar: The mood was effervescent and people showed great enthusiasm when @HMOIndia Sri @rajnathsingh addressed Jan Sabha for #NDA L… ,bjp,p
5566,#IndiaWantsModiAgain,RT @usha_ravi: Environment minister under UPA regime mocked India a land of filth. They did nothing to improve the situation. The entire wo… ,bjp,p
5567,#IndiaWantsModiAgain,RT @SwamiGeetika: @narendramodi Tell me if it’s a Modi wave or Modi Tsunami!  #IndiaWantsModiAgain  #BJPFoundationDay  https://t.co/p8WP4Ln… ,bjp,p
5568,#IndiaWantsModiAgain,Watch @mechirubhat explaining the most dangerous manifesto of Congis  Think twice beforr you vote.… https://t.co/PjxrylBG6f ,bjp,p
5569,#IndiaWantsModiAgain,RT @yogesh217: #IndiaWantsModiAgain &amp; The World also wants #ManoAgain https://t.co/DUjmE9KeeL ,bjp,p
5570,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5571,#IndiaWantsModiAgain,LIVE : Shri @dpradhanbjp's roadshow in Nilgiri Assembly Constituency. #IndiaWantsModiAgain https://t.co/ULjZB7PzBG ,bjp,p
5572,#IndiaWantsModiAgain,#IndiaWantsModiAgain Comprehensive model of farmer welfare from sowing to harvesting has been hallmark of Modi govt… https://t.co/mVL3vRsAGS ,bjp,p
5573,#IndiaWantsModiAgain,"RT @BJP4India: Glimpses of BJP National President Shri @AmitShah's 'Jan Sampark Abhiyan' in Ahmedabad, Gujarat. #IndiaWantsModiAgain https:… ",bjp,p
5574,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5575,#IndiaWantsModiAgain,RT @BJP4India: I have travelled across India and I've seen a wave. But some people can't see this massive wave: PM Modi #IndiaWantsModiAgai… ,bjp,p
5576,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5577,#IndiaWantsModiAgain,"RT @BJP4India: Generation after generations, Congress only gave slogans for the eradication of poverty. People got poorer &amp; their ministers… ",bjp,p
5578,#IndiaWantsModiAgain,"RT @SuPriyoBabul: If the media of this country is unbiased, then it is its responsibility to question the Congress on the issue of national… ",bjp,p
5579,#IndiaWantsModiAgain,"#IndiaWantsModiAgain BJP govt stands for the aspirations of common people, for the poor, for the oppressed &amp; for th… https://t.co/gXNg55ENxp ",bjp,p
5580,#IndiaWantsModiAgain,RT @BJP4India: Congress has planned to implement policy that will lead to inflation.   Senior leaders of Congress have been heard stating t… ,bjp,p
5581,#IndiaWantsModiAgain,RT @BJP4India: People support and trust me because I've given free LPG connection to the women and free electricity connection to the needy… ,bjp,p
5582,#IndiaWantsModiAgain,"RT @Dev_Fadnavis: Spoke on how Government is working hard for creating irrigation facilities, houses for poor, Swachh Bharat, Ayushman Bhar… ",bjp,p
5583,#IndiaWantsModiAgain,"RT @BJP4India: We have to understand the way employment data is collected in our country. For many years, we've been doing a sample survey… ",bjp,p
5584,#IndiaWantsModiAgain,"RT @BJP4India: BJD is doing the same in Odisha as Congress has done in the country. Therefore, BJP has forced them to shut down shops of th… ",bjp,p
5585,#IndiaWantsModiAgain,Environment minister under UPA regime mocked India a land of filth. They did nothing to improve the situation. The… https://t.co/X9BNYNqxd9 ,bjp,p
5586,#IndiaWantsModiAgain,RT @DipenPa13766739: Tell me if it’s a Modi wave or Modi Tsunami!  #IndiaWantsModiAgain  #BJPFoundationDay  https://t.co/9ZtEjVGIgG ,bjp,p
5587,#IndiaWantsModiAgain,"#IndiaWantsModiAgain It is the Modi govt that is taking farmers out of farm crisis, bringing dignity to every woman… https://t.co/2exfouIw45 ",bjp,p
5588,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Sonepur, Odisha. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://t.co… ",bjp,p
5589,#IndiaWantsModiAgain,"RT @Dev_Fadnavis: Addressed public rally at Dhamangaon for @BJP4India Candidate @RamdasTadasMP ji, with Minister Pravin Pote Patil, Arunbha… ",bjp,p
5590,#IndiaWantsModiAgain,"RT @Dev_Fadnavis: Addressed public rally at Dhamangaon for @BJP4India Candidate @RamdasTadasMP ji, with Minister Pravin Pote Patil, Arunbha… ",bjp,p
5591,#IndiaWantsModiAgain,"#IndiaWantsModiAgain Surging India is defined by new pictures now. Earlier in 2014, 50% of people didn’t have bank… https://t.co/U5m3qN79T6 ",bjp,p
5592,#IndiaWantsModiAgain,"RT @Dev_Fadnavis: One thing is ample clear that the kind of support @BJP4India and our Hon PM @narendramodi ji is getting, Congress is losi… ",bjp,p
5593,#IndiaWantsModiAgain,@narendramodi Not only Chhatishgarh but whole India supports @BJP4India. Congress has been a colossal failure for I… https://t.co/YnOzcHiPVU ,bjp,p
5594,#IndiaWantsModiAgain,"RT @Dev_Fadnavis: Spoke on how Government is working hard for creating irrigation facilities, houses for poor, Swachh Bharat, Ayushman Bhar… ",bjp,p
5595,#IndiaWantsModiAgain,Do you want #kxip to loose badly today?  #Ashwinhaters #CSKvKXIP #IndiaWantsModiAgain ,bjp,p
5596,#IndiaWantsModiAgain,RT @sarbanandsonwal: #PhirEkBaarModiSarkaar rends the air in Assam and rest of #NorthEast. Was witness to the ever growing support for @BJP… ,bjp,p
5597,#IndiaWantsModiAgain,I am sure @RahulGandhi  will agree #IndiaWantsModiAgain ,bjp,p
5598,#IndiaWantsModiAgain,"RT @BJP4India: PM Modi addresses public meeting in Sundargarh, Odisha. #IndiaWantsModiAgain https://t.co/qG2rx31oG4 ",bjp,p
5599,#IndiaWantsModiAgain,"RT @Dev_Fadnavis: Spoke on how Government is working hard for creating irrigation facilities, houses for poor, Swachh Bharat, Ayushman Bhar… ",bjp,p
5600,#IndiaWantsModiAgain,RT @BJP4India: Congress has planned to implement policy that will lead to inflation.   Senior leaders of Congress have been heard stating t… ,bjp,p
5601,#IndiaWantsModiAgain,"RT @Dev_Fadnavis: Addressed public rally at Dhamangaon for @BJP4India Candidate @RamdasTadasMP ji, with Minister Pravin Pote Patil, Arunbha… ",bjp,p
5602,#IndiaWantsModiAgain,RT @BJP4India: Mahanadi flows here but the region has no water or irrigation system. The farmers have to sell their paddy and cotton at dir… ,bjp,p
5603,#IndiaWantsModiAgain,RT @SatyshivS: That’s what #VinaashiVipaksh does. Scares minorities in believing that only congress can protect them.   Reality is that min… ,bjp,p
5604,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5605,#IndiaWantsModiAgain,"RT @BJP4India: Once our govt is formed in the state and the centre, Odisha will be recognized for tourism instead of migration of masses: P… ",bjp,p
5606,#IndiaWantsModiAgain,"RT @BJP4India: Generation after generations, Congress only gave slogans for the eradication of poverty. People got poorer &amp; their ministers… ",bjp,p
5607,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5608,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5609,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5610,#IndiaWantsModiAgain,"RT @BJP4India: BJD is doing the same in Odisha as Congress has done in the country. Therefore, BJP has forced them to shut down shops of th… ",bjp,p
5611,#IndiaWantsModiAgain,"RT @BJP4India: This election isn't for electing an MLA, MP or a PM. It's for building a New India and future of your children: PM Modi #Ind… ",bjp,p
5612,#IndiaWantsModiAgain,RT @Namo4Blore: #HappyUgadi #IndiaWantsModiAgain  The Congress Song by Politically Incorrect https://t.co/5WC9znQIxj ,bjp,p
5613,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5614,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5615,#IndiaWantsModiAgain,RT @BJP4India: I have toured about 70-80% states since elections were announced. I have never seen such a pro-incumbency wave during the Gu… ,bjp,p
5616,#IndiaWantsModiAgain,"RT @BJP4Odisha: LIVE : Shri @PandaJay addresses public meeting at Chhata Hat, Derabish. #IndiaWantsModiAgain https://t.co/m8NAgOLj9o ",bjp,p
5617,#IndiaWantsModiAgain,RT @BJP4Assam: #CongressFails on reservation.  #BJPDelivers on its promise of reservation on economic grounds.  #IndiaWantsModiAgain https:… ,bjp,p
5618,#IndiaWantsModiAgain,"RT @BJP4India: If the media of this country is unbiased, then it is its responsibility to question the Congress on the issue of national se… ",bjp,p
5619,#IndiaWantsModiAgain,"RT @BJP4India: This election isn't for electing an MLA, MP or a PM. It's for building a New India and future of your children: PM Modi #Ind… ",bjp,p
5620,#IndiaWantsModiAgain,RT @BJP4India: I have travelled across India and I've seen a wave. But some people can't see this massive wave: PM Modi #IndiaWantsModiAgai… ,bjp,p
5621,#IndiaWantsModiAgain,RT @BJP4India: The Congress party has become like the main protagonist in the Ghajini movie. They do not remember the promises they have ma… ,bjp,p
5622,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Sonepur, Odisha. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://t.co… ",bjp,p
5623,#IndiaWantsModiAgain,RT @BJP4India: Just look at the language of the people who give lessons on the use of graceful language. Look at the kind of reports media… ,bjp,p
5624,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Sonepur, Odisha. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://t.co… ",bjp,p
5625,#IndiaWantsModiAgain,"RT @bk_chudasama: ""We take PM Modi's views very seriously""   When Khalid A AL- Falih (Minster Of Energy of Saudi Arabia) spoke about PM Mod… ",bjp,p
5626,#IndiaWantsModiAgain,RT @KumariDiya: It is an Honour for me to represent #Rajsamand constituency for the ensuing Lok Sabha elections. Thank you Hon. PM @narendr… ,bjp,p
5627,#IndiaWantsModiAgain,RT @DipenPa13766739: Tell me if it’s a Modi wave or Modi Tsunami!  #IndiaWantsModiAgain  #BJPFoundationDay  https://t.co/9ZtEjVGIgG ,bjp,p
5628,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5629,#IndiaWantsModiAgain,"RT @iPankajShukla: PM Shri @narendramodi Ji addresses public meeting in Sundargarh, Odisha. #IndiaWantsModiAgain https://t.co/P2JqbMykcQ ",bjp,p
5630,#IndiaWantsModiAgain,"RT @BJP4India: Glimpses of BJP National President Shri @AmitShah's 'Jan Sampark Abhiyan' in Ahmedabad, Gujarat. #IndiaWantsModiAgain https:… ",bjp,p
5631,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5632,#IndiaWantsModiAgain,RT @dpradhanbjp: My address at #VijaySankalpSabha in Sonepur. #IndiaWantsModiAgain  Watch Live📡 https://t.co/s4TxVjLbOl ,bjp,p
5633,#IndiaWantsModiAgain,RT @dpradhanbjp: Hon. PM Shri. @narendramodi’s address at #VijaySankalpSabha in Sonepur. #IndiaWantsModiAgain https://t.co/p031fxV7Ss ,bjp,p
5634,#IndiaWantsModiAgain,RT @KumariDiya: It is an Honour for me to represent #Rajsamand constituency for the ensuing Lok Sabha elections. Thank you Hon. PM @narendr… ,bjp,p
5635,#IndiaWantsModiAgain,RT @BJP4India: Black money was a blight that no one dared to touch.  Demonetisation might not suit political arithmetic but it had to be do… ,bjp,p
5636,#IndiaWantsModiAgain,"RT @ShahnawazBJP: After campaigning in Nagpur yesterday for @nitin_gadkari ji, I hv now arrived in Pune. Will be addressing a Press Confere… ",bjp,p
5637,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5638,#IndiaWantsModiAgain,RT @BJP4India: Black money was a blight that no one dared to touch.  Demonetisation might not suit political arithmetic but it had to be do… ,bjp,p
5639,#IndiaWantsModiAgain,That’s what #VinaashiVipaksh does. Scares minorities in believing that only congress can protect them.   Reality is… https://t.co/sAQ8KY8lqJ ,bjp,p
5640,#IndiaWantsModiAgain,"RT @MPRakeshSingh: Live : PM Shri @narendramodi 's public meeting in Sundargarh, Odisha#ModiLaoDeshBanao #IndiaWantsModiAgain https://t.co/… ",bjp,p
5641,#IndiaWantsModiAgain,"RT @BJP4India: We have to understand the way employment data is collected in our country. For many years, we've been doing a sample survey… ",bjp,p
5642,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5643,#IndiaWantsModiAgain,@BJP4India Congress should feel ashamed of their manifesto. Congress manifesto clearly indicates that they are taki… https://t.co/BG4ZWC8Oc3 ,bjp,p
5644,#IndiaWantsModiAgain,RT @dpradhanbjp: Hon. PM Shri. @narendramodi’s address at #VijaySankalpSabha in Sonepur. #IndiaWantsModiAgain https://t.co/p031fxV7Ss ,bjp,p
5645,#IndiaWantsModiAgain,"RT @BJP4India: Hundreds of people were killed in panchayat elections in West Bengal, but there was no single incident in Kashmir. Are condi… ",bjp,p
5646,#IndiaWantsModiAgain,"Ok so pakistani claim got busted again  Pentagon says ""NOT AWARE"" on pak F-16 count after aerial dogfight with… https://t.co/BD1zPnmdOD ",bjp,p
5647,#IndiaWantsModiAgain,RT @BJP4India: The Congress party has become like the main protagonist in the Ghajini movie. They do not remember the promises they have ma… ,bjp,p
5648,#IndiaWantsModiAgain,"Be right on your point @RahulGandhi sir.  Modi said that, if we could convert all the black money into white money… https://t.co/VG2v2tzLd9 ",bjp,p
5649,#IndiaWantsModiAgain,"LIVE:  PM Shri @narendramodi Ji addresses public meeting in Sonepur, Odisha.  #IndiaWantsModiAgain https://t.co/yCHd3Olvcu ",bjp,p
5650,#IndiaWantsModiAgain,"RT @BJP4India: Glimpses of BJP National President Shri @AmitShah's 'Jan Sampark Abhiyan' in Ahmedabad, Gujarat. #IndiaWantsModiAgain https:… ",bjp,p
5651,#IndiaWantsModiAgain,RT @JPSmile6: #IndiaWantsModiAgain because current scenario no-one better &amp; stronger than that of @narendramodi Ji.  #NamoAgain  #LokSabhaE… ,bjp,p
5652,#IndiaWantsModiAgain,"RT @BJP4AmdavadCity: LIVE:  PM Shri @narendramodi Ji addresses public meeting in Sonepur, Odisha.  #IndiaWantsModiAgain https://t.co/NaJzT4… ",bjp,p
5653,#IndiaWantsModiAgain,"RT @BJP4India: BJD is doing the same in Odisha as Congress has done in the country. Therefore, BJP has forced them to shut down shops of th… ",bjp,p
5654,#IndiaWantsModiAgain,"RT @SumiSar09824911: ""If Modi has to be opposed, oppose him, but in the zeal to oppose Modi don't attack and devalue institutions and India… ",bjp,p
5655,#IndiaWantsModiAgain,"RT @simplyirfan: Today, Public says #IndiaWantsModiAgain on twitter, let's watch again these advertisements.  Views, Opinion, hate, love, c… ",bjp,p
5656,#IndiaWantsModiAgain,RT @ChowkidarBhakt: Modi ji went on an expedition in 1985 traveling across the world hunting down cow-killers. Here's a picture taken durin… ,bjp,p
5657,#IndiaWantsModiAgain,"RT @BJP4India: Pulwama has convinced the world that what India says is right. Because of that, the entire world supported us when the air s… ",bjp,p
5658,#IndiaWantsModiAgain,"RT @saxena778: Condition of Mahagathbandhan, if BJP falls short of majority in 2019. Future is in our hands , whether we want stable govern… ",bjp,p
5659,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5660,#IndiaWantsModiAgain,RT @SinhaAishik: #IndiaWantsModiAgain favourite news channel of nda supporters ,bjp,p
5661,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5662,#IndiaWantsModiAgain,"RT @mediadarbarnews: Top 10 Headlines, 06 April, 2019 - Media Darbar  https://t.co/fQp0utYaoT  #ShatrughanSinha  #IndiaWantsModiAgain #BJPF… ",bjp,p
5663,#IndiaWantsModiAgain,RT @VaishaliBJP512: Loksampark round  @narendramodi #indiawantsmodiagain @mlapanchal @AmitShah https://t.co/A7qXxjxXRu ,bjp,p
5664,#IndiaWantsModiAgain,RT @axelrod2001: #IndiaWantsModiAgain One of the most hard working prime minister of all time who has given a large contribution to the cou… ,bjp,p
5665,#IndiaWantsModiAgain,"RT @Dayweekaa: ""Congress and its allies are fighting this elections to save terrorists and separatists. We are fighting this election to pu… ",bjp,p
5666,#IndiaWantsModiAgain,"#IndiaWantsModiAgain BJP govt stands for the aspirations of common people, for the poor, for the oppressed &amp; for th… https://t.co/rWkcUiey76 ",bjp,p
5667,#IndiaWantsModiAgain,RT @BJP4India: Generation after generations the Congress was able to give only slogans for eradication of poverty. People got poorer and th… ,bjp,p
5668,#IndiaWantsModiAgain,"RT @ohmygaut: Maybe the ""two senior U.S. defense officials"" did an off-the-record personal F-16 head-count especially for .@laraseligman .@… ",bjp,p
5669,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5670,#IndiaWantsModiAgain,"RT @BJP4India: We have to understand the way employment data is collected in our country. For many years, we've been doing a sample survey… ",bjp,p
5671,#IndiaWantsModiAgain,"RT @BJP4India: This election isn't for electing an MLA, MP or a PM. It's for building a New India and future of your children: PM Modi #Ind… ",bjp,p
5672,#IndiaWantsModiAgain,"RT @VATS0503: #IndiaWantsModiAgain It is the Modi govt that is taking farmers out of farm crisis, bringing dignity to every woman, removing… ",bjp,p
5673,#IndiaWantsModiAgain,RT @YouPolitical4: PM @narendramodi Chowkidaar Secure India from the Congress. #IndiaWantsModiAgain  #ShatrughanSinha #Congress .  PM Naren… ,bjp,p
5674,#IndiaWantsModiAgain,RT @NavneetNbansal: #IndiaWantsModiAgain People opposing Modi should introspect themselves. Would they oppose all wrong irrespective of any… ,bjp,p
5675,#IndiaWantsModiAgain,RT @BJP4India: I have travelled across India and I've seen a wave. But some people can't see this massive wave: PM Modi #IndiaWantsModiAgai… ,bjp,p
5676,#IndiaWantsModiAgain,RT @MznGaurav: #IndiaWantsModiAgain Comprehensive model of farmer welfare from sowing to harvesting has been hallmark of Modi govt. Water &amp;… ,bjp,p
5677,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5678,#IndiaWantsModiAgain,RT @Pawan1530: #IndiaWantsModiAgain comedy of pappu @RahulGandhi https://t.co/CEry2IJMMA ,bjp,p
5679,#IndiaWantsModiAgain,RT @sarbanandsonwal: #PhirEkBaarModiSarkaar rends the air in Assam and rest of #NorthEast. Was witness to the ever growing support for @BJP… ,bjp,p
5680,#IndiaWantsModiAgain,RT @MznGaurav: #IndiaWantsModiAgain Modi govt has been running a battle against decades of scams &amp; loot by Congress govt.Cronies who were f… ,bjp,p
5681,#IndiaWantsModiAgain,RT @iArvindKushwaha: #IndiaWantsModiAgain because India has to become a superpower and without Modi it is not possible  And It is true that… ,bjp,p
5682,#IndiaWantsModiAgain,"RT @amritabhinder: Watch @BJP4India's broadcast: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen L… ",bjp,p
5683,#IndiaWantsModiAgain,RT @imtanmay_: #IndiaWantsModiAgain The Beauty of the World's largest Political Party - Bharatiya Janata Party (BJP) 🌷 @BJP4India Nation Fi… ,bjp,p
5684,#IndiaWantsModiAgain,RT @BJPLive: There is an anger against the Congress and I can sense it in this rally: PM @narendramodi #IndiaWantsModiAgain ,bjp,p
5685,#IndiaWantsModiAgain,"#IndiaWantsModiAgain It is the Modi govt that is taking farmers out of farm crisis, bringing dignity to every woman… https://t.co/qwqjAClHgo ",bjp,p
5686,#IndiaWantsModiAgain,RT @srq_official: Look how smartly Modi is using a popular Hindi Comedy show and a soap opera to advertise himself. Shamelessly and blatant… ,bjp,p
5687,#IndiaWantsModiAgain,"RT @BJP4India: This election isn't for electing an MLA, MP or a PM. It's for building a New India and future of your children: PM Modi #Ind… ",bjp,p
5688,#IndiaWantsModiAgain,RT @DrRutvij: No party ever thought of carrying out air strike and surgical strike. It's indicative of strengthening India. A strong govt i… ,bjp,p
5689,#IndiaWantsModiAgain,@narendramodi ji is one and only hope for nationalists .  We r very Lucky to have a leader like u . We all are with… https://t.co/IqRihFDyDE ,bjp,p
5690,#IndiaWantsModiAgain,RT @raviraj24687071: #IndiaWantsModiAgain BJP stands tall due to it’s democratic ethos and patriotic zeal: PM Modi https://t.co/LwvQUe8Le7 ,bjp,p
5691,#IndiaWantsModiAgain,"RT @BJP4India: This election isn't for electing an MLA, MP or a PM. It's for building a New India and future of your children: PM Modi #Ind… ",bjp,p
5692,#IndiaWantsModiAgain,RT @BJP4India: I have toured about 70-80% states since elections were announced. I have never seen such a pro-incumbency wave during the Gu… ,bjp,p
5693,#IndiaWantsModiAgain,"RT @abhishek_handle: @narendramodi ji shows data of 60 million jobs creation in last 5 years, but actually atleast 100 million jobs are pum… ",bjp,p
5694,#IndiaWantsModiAgain,RT @KumariDiya: It is an Honour for me to represent #Rajsamand constituency for the ensuing Lok Sabha elections. Thank you Hon. PM @narendr… ,bjp,p
5695,#IndiaWantsModiAgain,RT @BJP4India: Black money was a blight that no one dared to touch.  Demonetisation might not suit political arithmetic but it had to be do… ,bjp,p
5696,#IndiaWantsModiAgain,RT @BJP4India: The Congress party has become like the main protagonist in the Ghajini movie. They do not remember the promises they have ma… ,bjp,p
5697,#IndiaWantsModiAgain,"RT @KumariDiya: The warmth, love &amp; support bestowed upon me by every single person of #Rajasthan has been phenomenal. I seek continued supp… ",bjp,p
5698,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5699,#IndiaWantsModiAgain,"RT @IamPolSol: #IndiaWantsModiAgain PM Modi addresses Public Meeting at Balod, Chhattisgarh https://t.co/BGiCFbUPCt ",bjp,p
5700,#IndiaWantsModiAgain,RT @Sangeet32991834: India wants immensely NAMO again.otherwise this will happen. Sabko zukna parega.  #IndiaWantsModiAgain https://t.co/tc… ,bjp,p
5701,#IndiaWantsModiAgain,"RT @BJP4MP: PM Shri Narendra Modi addresses public meeting in Sundargarh, Odisha #IndiaWantsModiAgain https://t.co/sJ3dtFhVlC ",bjp,p
5702,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5703,#IndiaWantsModiAgain,"RT @BJP4India: Generation after generations, Congress only gave slogans for the eradication of poverty. People got poorer &amp; their ministers… ",bjp,p
5704,#IndiaWantsModiAgain,RT @KumariDiya: It is an Honour for me to represent #Rajsamand constituency for the ensuing Lok Sabha elections. Thank you Hon. PM @narendr… ,bjp,p
5705,#IndiaWantsModiAgain,RT @BJPLive: There is an anger against the Congress and I can sense it in this rally: PM @narendramodi #IndiaWantsModiAgain ,bjp,p
5706,#IndiaWantsModiAgain,RT @VaishaliBJP512: Loksampark round  @narendramodi #indiawantsmodiagain @mlapanchal @AmitShah https://t.co/A7qXxjxXRu ,bjp,p
5707,#IndiaWantsModiAgain,"RT @BJP4India: Hundreds of people were killed in panchayat elections in West Bengal, but there was no single incident in Kashmir. Are condi… ",bjp,p
5708,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Sonepur, Odisha. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://t.co… ",bjp,p
5709,#IndiaWantsModiAgain,"RT @BJP4India: PM Modi addresses public meeting in Sundargarh, Odisha. #IndiaWantsModiAgain https://t.co/qG2rx31oG4 ",bjp,p
5710,#IndiaWantsModiAgain,"RT @mediadarbarnews: Top 10 Headlines, 06 April, 2019 - Media Darbar  https://t.co/fQp0utYaoT  #ShatrughanSinha  #IndiaWantsModiAgain #BJPF… ",bjp,p
5711,#IndiaWantsModiAgain,RT @DipenPa13766739: Tell me if it’s a Modi wave or Modi Tsunami!  #IndiaWantsModiAgain  #BJPFoundationDay  https://t.co/9ZtEjVGIgG ,bjp,p
5712,#IndiaWantsModiAgain,"RT @BJP4India: LIVE: PM Modi addresses public meeting in Balod, Chhattisgarh. Dial 9345014501 to listen LIVE. #IndiaWantsModiAgain https://… ",bjp,p
5713,#IndiaWantsModiAgain,RT @SwamiGeetika: #BJPFoundationDay #Navratri  So this is how people are celebrating the festive season in Local trains by singing the song… ,bjp,p
5714,#IndiaWantsModiAgain,https://t.co/Hj6rWcXm7O Watch and Enjoy the Old Hindi Movies Free. 🎥🎬 #Baazigar Full Movie HD | @iamsrk |… https://t.co/lTUey1xvgE ,bjp,p
5715,#IndiaWantsModiAgain,@narendramodi set to return as Prime Minister in 2019: Jan Ki Baat’s latest opinion poll #IndiaWantsModiAgain… https://t.co/Z8XlXbcWCG ,bjp,p
5716,#IndiaWantsModiAgain,"RT @matheshselvara3: #IndiaWantsModiAgain  See this one :)  Everyone chants ""Modi Modi"" and Rahul as usual started blabbering 🤣🤣 @Uk_Twittz… ",bjp,p
5717,#IndiaWantsModiAgain,RT @saandiippnayak: The Pakistanis and their boot licking Fiberals are all uniting to ensure PM #Modi is defeated in the 2019 elections. It… ,bjp,p
5718,#IndiaWantsModiAgain,RT @BJP4India: The Congress party has become like the main protagonist in the Ghajini movie. They do not remember the promises they have ma… ,bjp,p
5719,#IndiaWantsModiAgain,"RT @BJP4India: Hundreds of people were killed in panchayat elections in West Bengal, but there was no single incident in Kashmir. Are condi… ",bjp,p
5720,#IndiaWantsModiAgain,RT @BJP4India: Let me tell you about the conspiracy of congress. They have planned to implement policy that will lead to inflation.   Congr… ,bjp,p
5721,#IndiaWantsModiAgain,"RT @ullu_raja: Modi ji on questioning him, watch till end 😂  #IndiaWantsModiAgain?  #ShatrughanSinha https://t.co/bSOHXj75ez ",bjp,p
5722,#IndiaWantsModiAgain,"""Congress and its allies are fighting this elections to save terrorists and separatists. We are fighting this elect… https://t.co/MzPvKtdmwC ",bjp,p
5723,#IndiaWantsModiAgain,RT @KumariDiya: It is an Honour for me to represent #Rajsamand constituency for the ensuing Lok Sabha elections. Thank you Hon. PM @narendr… ,bjp,p
